Index,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
1324,v,n,a,tells,VBZ,What,WP,WHNP-28,VBZ1VP1S1SBAR-NOM-SBJ0WHNP-280,0,ARG1
1325,p,n,a,working,VBG,U.S.,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1326,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1327,v,p,a,said,VBD,What,WP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1328,v,p,a,said,VBD,He,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1329,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1330,p,-,p,removed,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR1NP0NP0,0,ARG1
1331,p,-,p,removed,VBN,from,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-from
1332,p,-,p,removed,VBN,because,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-CAU
1333,i,-,a,craft,VB,Mexico,NNP,NP-SBJ,VB1VP1VP1S1NP1PP-PRP1VP1VP1VP1S1SBAR1NP1PP1NP-PRD1VP1VP1S0NP-SBJ0,0,ARG0
1334,i,-,a,craft,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1335,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1336,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1337,p,n,p,concerned,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S0NP-SBJ0,0,ARG1
1338,p,n,p,concerned,VBN,still,RB,ADVP-TMP,VBN1ADJP-PRD1VP0ADVP-TMP0,0,ARGM-TMP
1339,p,n,p,concerned,VBN,about,IN,PP,VBN1ADJP-PRD0PP0,1,ARG0-about
1340,p,-,a,continuing,VBG,progress,NN,NN,VBG1NP0NN0,1,ARG1
1341,p,n,a,complained,VBN,earlier,JJR,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1342,p,n,a,complained,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG1-of
1343,v,n,a,requires,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1344,v,n,a,requires,VBZ,Mrs.,NNP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG2
1345,v,n,a,requires,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG1
1346,i,-,a,issue,VB,Mrs.,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1347,i,-,a,issue,VB,another,DT,NP,VB1VP0NP0,1,ARG1
1348,i,-,a,issue,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1349,p,n,a,deemed,VBD,So,IN,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1350,p,n,a,deemed,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1351,p,n,a,deemed,VBD,n't,RB,RB,VBD1VP1VP0RB0,0,ARGM-NEG
1352,p,n,a,deemed,VBD,any,DT,NP-SBJ-1,VBD1VP0S0NP-SBJ-10,1,ARG1
1353,p,n,a,deemed,VBD,bad,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1,ARG2
1354,i,-,a,merit,VB,any,DT,NP-SBJ-1,VB1VP1VP1S1ADJP-PRD1S0NP-SBJ-10,0,ARG0
1355,i,-,a,merit,VB,an,DT,NP,VB1VP0NP0,1,ARG1
1356,i,-,a,merit,VB,under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,1,ARGM-LOC
1357,p,-,p,accelerated,VBN,investigation,NN,NN,VBN1NP0NN0,1,ARG1
1358,p,-,p,accelerated,VBN,under,IN,PP-LOC,VBN1NP1VP1VP1S0PP-LOC0,1,ARGM-LOC
1359,v,p,a,said,VBD,Argentina,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1360,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1361,v,f,a,ask,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1362,v,f,a,ask,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1363,v,f,a,ask,VB,creditor,NN,NP-1,VB1VP0NP-10,1,ARG2
1364,v,f,a,ask,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
1365,i,-,a,halve,VB,creditor,NN,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
1366,i,-,a,halve,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1367,p,-,a,developing,VBG,world,NN,NN,VBG1NP0NN0,1,ARG1
1368,p,n,p,believed,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1369,p,n,p,called,VBN,such,JJ,NP-SBJ-3,VBN1VP1VP1VP1S0NP-SBJ-30,0,ARG1-for
1370,p,n,p,called,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1371,p,n,p,called,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR-TMP1NP-PRD0NP0,0,ARGM-TMP
1372,p,n,a,paid,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1373,p,n,a,paid,VBN,very,RB,NP,VBN1VP0NP0,1,ARG3
1374,p,n,a,paid,VBN,on,IN,PP,VBN1VP0PP0,1,ARG2-on
1375,p,n,a,paid,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1376,v,n,a,aspires,VBZ,Argentina,NNP,NP-SBJ-2,VBZ1VP1S-TPC-10NP-SBJ-20,0,ARG0
1377,v,n,a,aspires,VBZ,*-2,-NONE-,S,VBZ1VP0S0,1,ARG1
1378,i,-,a,reach,VB,Argentina,NNP,NP-SBJ-2,VB1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0,ARG0
1379,i,-,a,reach,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1380,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1381,v,p,a,said,VBD,Argentina,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1382,v,p,a,said,VBD,through,IN,PP-MNR,VBD1VP0PP-MNR0,1,ARGM-MNR
1383,v,p,a,met,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1384,v,p,a,met,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
1385,v,p,a,met,VBD,with,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-with
1386,i,-,a,meet,VB,Argentine,JJ,NP-SBJ-1,VB1VP1VP1S-PRP1VP1S0NP-SBJ-10,0,ARG0
1387,i,-,a,meet,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-with
1388,p,n,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1389,p,n,a,said,VBD,recently,RB,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1390,p,n,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1391,v,p,a,took,VBD,President,NNP,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
1392,v,p,a,took,VBD,office,NN,NP,VBD1VP0NP0,1,ARG1
1393,v,p,a,took,VBD,July,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1394,v,n,a,feels,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1395,v,n,a,feels,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
1396,p,-,p,solved,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1397,p,-,p,solved,VBN,the,DT,NP-SBJ-31,VBN1VP1VP1VP1S0NP-SBJ-310,0,ARG1
1398,p,-,p,solved,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG2-MNR
1399,p,n,a,said,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
1400,p,n,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1401,p,n,a,said,VBD,not,RB,RB,VBD1VP1VP0RB0,0,ARGM-NEG
1402,p,n,a,said,VBD,before,IN,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
1403,p,n,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1404,v,n,a,wants,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1405,v,n,a,wants,VBZ,half,PDT,S,VBZ1VP0S0,1,ARG1
1406,p,-,p,forgiven,VBN,half,PDT,NP-SBJ-2,VBN1VP1S0NP-SBJ-20,0,ARG2
1407,v,f,a,report,VB,During,IN,PP-TMP,VB1VP1VP1S0PP-TMP0,0,ARGM-TMP
1408,v,f,a,report,VB,The,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1409,v,f,a,report,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1410,v,f,a,report,VB,events,NNS,NP,VB1VP0NP0,1,ARG1
1411,v,n,a,stand,VBP,events,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
1412,v,n,a,stand,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
1413,v,p,a,CHANGED,VBD,THREE,CD,NP,VBD1VP1S1SBAR1NP-SBJ-320NP0,0,ARG0
1414,v,p,a,CHANGED,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1415,p,p,p,launched,VBN,THREE,CD,NP-SBJ-32,VBN1VP1VP1S0NP-SBJ-320,0,ARG1
1416,p,p,p,launched,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1417,v,p,a,came,VBD,That,DT,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
1418,v,p,a,came,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1419,v,p,a,came,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
1420,i,-,a,use,VB,",",",",PRN,VB1VP1VP1S1VP1VP1S0PRN0,0,ARGM-DIS
1421,i,-,a,use,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0,ARGM-MOD
1422,i,-,a,use,VB,Apple,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1423,i,-,a,use,VB,their,PRP$,NP,VB1VP0NP0,1,ARG1
1424,i,-,a,use,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-as
1425,v,p,a,stored,VBD,Apple,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
1426,v,p,a,stored,VBD,",",",",PRN,VBD1VP1VP1S0PRN0,0,ARGM-DIS
1427,v,p,a,stored,VBD,data,NNS,NP,VBD1VP0NP0,1,ARG1
1428,v,p,a,stored,VBD,on,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
1429,p,p,p,built,VBN,Apple,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
1430,p,p,p,built,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1431,p,p,p,built,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1432,p,p,p,built,VBN,for,IN,PP-BNF,VBN1VP0PP-BNF0,1,ARGM-PNC
1433,v,p,a,triggered,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
1434,v,p,a,triggered,VBD,these,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1435,v,p,a,triggered,VBD,explosive,JJ,NP,VBD1VP0NP0,1,ARG1
1436,v,p,a,had,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
1437,v,p,a,had,VBD,the,DT,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1438,v,p,a,had,VBD,--,:,PRN,VBD1VP1VP1S0PRN0,0,ARGM-ADV
1439,v,p,a,had,VBD,keyboards,NNS,NP,VBD1VP0NP0,1,ARG1
1440,-,-,a,store,VB,the,DT,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
1441,-,-,a,store,VB,--,:,PRN,VB1VP1VP1VP1S0PRN0,0,ARGM-ADV
1442,-,-,a,store,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1443,-,-,a,store,VB,about,IN,NP,VB1VP0NP0,1,ARG1
1444,-,-,a,store,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1445,v,n,a,have,VBP,Current,JJ,NP-SBJ,VBP1VP1VP1S0NP-SBJ0,0,ARG0
1446,v,n,a,have,VBP,memory,NN,NP,VBP1VP0NP0,1,ARG1
1447,v,p,a,developed,VBD,William,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1448,v,p,a,developed,VBD,in,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
1449,v,p,a,developed,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
1450,v,p,a,became,VBD,Gates,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1451,v,p,a,became,VBD,an,DT,NP-PRD,VBD1VP0NP-PRD0,1,ARG2
1452,v,p,a,became,VBD,six,CD,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
1453,v,p,a,adapted,VBD,IBM,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1454,v,p,a,adapted,VBD,one,CD,NP,VBD1VP0NP0,1,ARG1
1455,v,p,a,adapted,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
1456,v,p,a,led,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1457,v,p,a,led,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1458,v,p,a,developed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
1459,v,p,a,developed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1460,v,n,a,allow,VBP,the,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
1461,v,n,a,allow,VBP,PCs,NNS,S,VBP1VP0S0,1,ARG1
1462,i,-,a,share,VB,PCs,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1463,i,-,a,share,VB,data,NNS,NP,VB1VP0NP0,1,ARG1
1464,i,-,a,share,VB,via,IN,PP-MNR,VB1VP0PP-MNR0,1,ARGM-MNR
1465,v,p,a,offer,VB,IBM,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1466,v,p,a,offer,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1467,v,p,a,offer,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1468,v,p,a,offer,VB,until,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1469,v,p,a,offer,VB,as,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1,ARGM-TMP
1470,v,p,a,entered,VBD,many,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1471,v,p,a,entered,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1472,v,n,a,total,VBP,Today,NN,NP-TMP,VBP1VP1S0NP-TMP0,0,ARGM-TMP
1473,v,n,a,total,VBP,PC,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
1474,v,n,a,total,VBP,annually,RB,ADVP-TMP,VBP1VP1S0ADVP-TMP0,0,ARGM-TMP
1475,v,n,a,total,VBP,some,DT,NP,VBP1VP0NP0,1,ARG2-EXT
1476,v,n,a,total,VBP,world-wide,JJ,ADVP-LOC,VBP1VP0ADVP-LOC0,1,ARGM-LOC
1477,v,p,a,said,VBD,F.H.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1478,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1479,v,p,a,acquired,VBD,its,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1480,v,p,a,acquired,VBD,Kalipharma,NNP,NP,VBD1VP0NP0,1,ARG1
1481,v,p,a,acquired,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG3-for
1482,v,n,a,sells,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP-PRD0NP0,0,ARG0
1483,v,n,a,sells,VBZ,products,NNS,NP,VBZ1VP0NP0,1,ARG1
1484,v,n,a,sells,VBZ,under,IN,PP-MNR,VBZ1VP0PP-MNR0,1,ARGM-MNR
1485,v,p,a,said,VBD,Faulding,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1486,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1487,v,n,a,owns,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
1488,v,n,a,owns,VBZ,33,CD,NP,VBZ1VP0NP0,1,ARG1
1489,v,n,a,has,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
1490,v,n,a,has,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
1491,i,-,a,acquire,VB,it,PRP,NP-SBJ,VB1VP1VP1S1NP1VP1VP1S0NP-SBJ0,0,ARG0
1492,i,-,a,acquire,VB,an,DT,NP,VB1VP0NP0,1,ARG1
1493,p,-,p,preferred,VBN,stock,NN,NN,VBN1NP0NN0,1,ARG1
1494,v,n,a,gives,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1495,v,n,a,gives,VBZ,Faulding,NNP,NP,VBZ1VP0NP0,1,ARG2
1496,v,n,a,gives,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1497,i,-,a,increase,VB,Faulding,NNP,NP,VB1VP1VP1S1NP1VP0NP0,0,ARG0
1498,i,-,a,increase,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1499,i,-,a,increase,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG4-to
1500,p,f,p,raised,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1501,p,f,p,raised,VBN,Oil,NN,NP-SBJ-34,VBN1VP1VP1VP1S0NP-SBJ-340,0,ARG1
1502,p,f,p,raised,VBN,by,IN,PP-EXT,VBN1VP0PP-EXT0,1,ARG2-by
1503,p,f,p,raised,VBN,to,TO,PP-DIR,VBN1VP0PP-DIR0,1,ARG4-to
1504,p,f,p,raised,VBN,with,IN,PP,VBN1VP0PP0,1,ARGM-MNR
1505,p,-,p,scheduled,VBN,five,CD,NP,VBN1VP1NP0NP0,0,ARG1
1506,p,-,p,scheduled,VBN,*,-NONE-,S,VBN1VP0S0,1,ARG2
1507,p,-,p,brought,VBN,five,CD,NP,VBN1VP1VP1VP1S1VP1NP0NP0,0,ARG1
1508,p,-,p,brought,VBN,into,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG3-into
1509,p,-,p,brought,VBN,before,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1510,v,n,a,operate,VBP,Esso,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1511,v,n,a,operate,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1512,v,n,a,operate,VBP,in,IN,PP,VBP1VP0PP0,1,ARGM-LOC
1513,v,p,a,said,VBD,Esso,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1514,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1515,v,p,a,started,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1516,v,p,a,started,VBD,production,NN,NP,VBD1VP0NP0,1,ARG1
1517,v,p,a,started,VBD,Tuesday,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1518,p,f,p,increased,VBN,Output,NN,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
1519,p,f,p,increased,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1520,p,f,p,increased,VBN,gradually,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0,ARG2-MNR
1521,p,f,p,increased,VBN,until,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
1522,v,n,a,reaches,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1523,v,n,a,reaches,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG1
1524,v,n,a,has,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1525,v,n,a,has,VBZ,reserves,NNS,NP,VBZ1VP0NP0,1,ARG1
1526,v,n,a,total,VBP,Reserves,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
1527,v,n,a,total,VBP,50,CD,NP,VBP1VP0NP0,1,ARG2-EXT
1528,p,n,p,expected,VBN,The,DT,NP-SBJ-3,VBN1VP1VP1S0NP-SBJ-30,0,ARG1
1529,i,-,a,start,VB,The,DT,NP-SBJ-3,VB1VP1VP1S1VP1VP1S0NP-SBJ-30,0,ARG1
1530,g,-,-,producing,VBG,The,DT,NP-SBJ-3,VBG1VP1S1VP1VP1S1VP1VP1S0NP-SBJ-30,0,ARG0
1531,g,-,-,producing,VBG,early,JJ,NP-TMP-2,VBG1VP0NP-TMP-20,1,ARGM-TMP
1532,v,p,a,said,VBD,Esso,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1533,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1534,p,p,p,developed,VBN,the,DT,NP-SBJ-36,VBN1VP1VP1S0NP-SBJ-360,0,ARG1
1535,p,p,p,developed,VBN,after,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
1536,v,p,a,decided,VBD,the,DT,NP-SBJ-2,VBD1VP1S0NP-SBJ-20,0,ARG0
1537,v,p,a,decided,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
1538,v,p,a,decided,VBD,*-2,-NONE-,S,VBD1VP0S0,1,ARG1
1539,i,-,a,make,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1VP1S0NP-SBJ-20,0,ARG0
1540,i,-,a,make,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1541,i,-,a,make,VB,free,JJ,ADJP,VB1VP0PP-MNR0NP0ADJP0,1,ARG2
1542,v,p,a,said,VBD,R.P.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1543,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1544,v,p,a,completed,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1545,v,p,a,completed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1546,p,-,p,led,VBD,a,DT,NP,VBD1VP1NP0NP0,0,ARG1
1547,p,-,p,led,VBD,by,IN,PP,VBD1VP0PP0,1,ARG0-by
1548,p,-,a,Following,VBG,the,DT,NP,VBG1PP-TMP0NP0,1,ARG2
1549,p,-,p,led,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1550,p,-,p,led,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1551,v,p,a,decided,VBD,Following,VBG,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
1552,v,p,a,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1553,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
1554,i,-,a,divest,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1555,i,-,a,divest,VB,itself,PRP,NP,VB1VP0NP0,1,ARG2-REC
1556,i,-,a,divest,VB,of,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-of
1557,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1558,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1559,p,n,a,approved,VBN,President,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1560,p,n,a,approved,VBN,duty-free,JJ,NP,VBN1VP0NP0,1,ARG1
1561,p,n,p,produced,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
1562,p,n,p,produced,VBN,certain,JJ,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
1563,p,n,p,produced,VBN,in,IN,PP-MNR,VBN1VP0PP-MNR0,1,ARGM-MNR
1564,p,n,p,produced,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1565,v,p,a,came,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1566,v,p,a,came,VBD,in,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-MNR
1567,p,-,p,filed,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1568,p,-,p,filed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1569,p,-,p,filed,VBN,for,IN,PP,VBN1VP1NP0PP0,1,ARG4-for
1570,p,-,a,developing,VBG,nations,NNS,NNS,VBG1NP0NNS0,1,ARG1
1571,p,p,p,denied,VBN,Previously,RB,ADVP-TMP,VBN1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1572,p,p,p,denied,VBN,watch,NN,NP-SBJ-37,VBN1VP1VP1S0NP-SBJ-370,0,ARG2
1573,p,p,p,denied,VBN,such,JJ,NP,VBN1VP0NP0,1,ARG1
1574,p,p,a,requested,VBN,Timex,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1575,p,p,a,requested,VBN,duty-free,JJ,NP,VBN1VP0NP0,1,ARG1
1576,p,-,p,covered,VBN,many,JJ,NP,VBN1VP1NP0NP0,0,ARG1
1577,p,-,p,covered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG2-by
1578,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1579,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1580,v,p,a,decided,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
1581,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
1582,i,-,a,grant,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1583,i,-,a,grant,VB,duty-free,JJ,NP,VB1VP0NP0,1,ARG1
1584,v,p,a,turned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
1585,v,p,a,turned,VBD,such,JJ,NP,VBD1VP0NP0,1,ARG1
1586,v,p,a,turned,VBD,because,RB,PP-PRD,VBD1VP0PP-PRD0,1,ARGM-CAU
1587,p,-,p,located,VBN,watch,VB,NP,VBN1VP1NP0NP0,0,ARG1
